4.4,4.7,4.5,4.9,4.8,4.7,4.8,4.7
4.6,4.6,4.5,4.9,4.8,4.4,4.7,4.7,4.6,4.6,4.4
4.9,4.4,4.5,4.2,4.0,4.3,4.0,4.1,3.8,3.8,4.2,4.2
5.1,4.1,4.1,4.2,4.2,4.2,4.6,3.9,4.5,4.5,4.6
5.0,4.2,4.0,3.9,4.3,4.0,4.0,4.5,4.3,3.8,4.2,3.8
4.8,4.0,3.7,4.2,3.8,4.0,4.2,3.8,3.7,4.0,3.8,4.0,4.6,3.4,3.8,5.4
5.2,4.2,4.3,4.4,4.3,4.2,4.4,4.4,4.7,4.2,3.9,3.8,3.9,4.3,4.5,4.3,4.5,4.6,3.6
5.3,4.3,3.7,4.1,3.6,3.8,3.7,4.4,4.5,4.5,4.1,4.6,3.6,3.8,4.6,3.4,3.6,3.6,3.9,3.8,4.2
5.2,3.5,3.4,3.9,4.1,3.4,4.2,3.0,3.2,3.2,3.4,3.3,3.5,3.4,3.6,3.3,3.8,3.8,4.7,4.9
5.1,4.6,4.3,4.5,3.7,3.9,4.1,4.5,4.4,4.5,5.1,4.1,4.5,4.5,4.5,4.4,4.6,3.1,3.5,3.3
3.6,3.6,4.1,3.7,4.1,4.4,3.4,4.1,3.7,4.1,3.8,3.4,3.9
3.4,4.8,4.8,3.7,4.4,4.4,4.2,4.0,4.3,3.9,3.9,4.2,4.2,4.3,4.3,3.8,3.6,3.5,3.8,3.5,3.6,3.5,2.9,3.5,3.2,2.9
3.2,5.8,3.7,3.2,3.2,3.2,3.6,3.5,4.6,4.0,3.5,3.7,3.2,3.6
4.8,5.0,4.6,4.4,4.5,4.1,4.6,4.2,3.7,3.2,4.2,4.0,3.5,3.4,3.2,3.4,3.7,3.9,4.2,3.9
5.5,5.9,5.1,5.4,5.5,5.4,5.6,4.9,5.0,5.5,4.9,5.7,5.3,4.8,4.6,4.6
6.3,5.9,5.9,6.2,5.8,6.0,5.8,5.4,5.3,5.8,5.6,6.0
5.6,5.5,6.1,6.2,5.6,5.6,5.3,5.9,5.5,6.1,6.4,6.1
